:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL
10.1177/00219983221134929,Si-based self-programming neuromorphic integrated circuits for intelligent morphing wings,"Unlike artificial intelligent systems based on computers, which must be programmed for specific tasks, the human brain can learn in real-time to create new tactics and adapt to complex, unpredictable environments. Computers embedded in artificial intelligent systems can execute arbitrary inference algorithms capable of outperforming humans at specific tasks. However, without real-time self-programming functionality, they must be preprogrammed by humans and will likely to fail in unpredictable environments beyond their preprogrammed domains. In this work, a Si-based synaptic resistor (synstor) was developed by integrating Al2Ox/TaOy materials to emulate biological synapses. The synstors were characterized, and their operation mechanism based on the charge stored in the oxygen vacancies in the Al2Ox material was simulated and analyzed, to understand the inference, learning, and memory functions of the synstors. A self-programming neuromorphic integrated circuit (SNIC) based on synstors was fabricated to execute inference and learning algorithms concurrently in real-time with an energy efficiency more than six-orders of magnitudes higher than those of standard digital computers. The SNIC dynamically modified its algorithm in a real-time learning process to control a morphing wing, thus successfully improving its lift-to-drag force ratio and recovering the wing from stall in complex aerodynamic environments. The synaptic resistor circuits can potentially circumvent the fundamental limitations of computers, thus providing a platform analogous to neurobiological network with real-time self-programming functionality for artificial intelligent systems.",ar,2022-12-01,Journal of Composite Materials,intelligent morphing wing | self-programming neuromorphic integrated circuits | Si-based synaptic resistor,2-s2.0-85140579165,,,Article,Nathan D.,60117623;60025778;60020547;60012708;60007278,"California NanoSystems Institute;University of Michigan, Ann Arbor;Texas A&amp;M University;Stanford University;University of California, Irvine",Los Angeles;Ann Arbor;College Station;Palo Alto;Irvine,United States;United States;United States;United States;United States,21,"Nathan, Dhruva;Deo, Atharva;Haughn, Kevin;Yi, Suin;Lee, Jungmin;Gao, Dawei;Shenoy, Rahul;Xu, Mingjie;Tran, Ich C.;Zheng, Jian Guo;Rong, Zixuan;Wang, Mingyu;Shaffer, Christopher M.;Wu, Chen;Topac, Tanay;Chen, Xiyuan;He, Lei;Chang, Fu Kuo;Williams, R. Stanley;Inman, Daniel J.;Chen, Yong",57207945748;57942317300;57204803830;56275240700;57889435400;57889839500;57207952954;57189460185;55920402400;57145306600;57941887600;57942528400;57209641806;57942528500;57196258801;57091075900;57941665100;57224463503;7409606427;57225684467;56637147900,60117623;60117623;60025778;60020547;60117623;60117623;60117623;60007278;60007278;60007278;60117623;60117623;60117623;60117623;60012708;60012708;60117623;60012708;60020547;60025778;60117623,December 2022,00219983,21140,1530793X,Journal,56,30,,4561-4575,0,NSF,CHE-1338173,National Science Foundation,1,2022,https://doi.org/10.1177/00219983221134929
10.1109/TC.2022.3213177,ReAAP: A Reconfigurable and Algorithm-Oriented Array Processor With Compiler-Architecture Co-Design,"Parallelism and data reuse are the most critical issues for the design of hardware acceleration in a deep learning processor. Besides, abundant on-chip memories and precise data management are intrinsic design requirements because most of deep learning algorithms are data-driven and memory-bound. In this paper, we propose a compiler-architecture co-design scheme targeting a reconfigurable and algorithm-oriented array processor, named ReAAP. Given specific deep neural networks, the proposed co-design scheme is effective to perform parallelism and data reuse optimization on compute-intensive layers for guiding reconfigurable computing in hardware. Especially, the systemic optimization is performed in our proposed domain-specific compiler to deal with the intrinsic tensions between parallelism and data locality, for the purpose of automatically mapping diverse layer-level workloads onto our proposed reconfigurable array architecture. In this architecture, abundant on-chip memories are software-controlled and its massive data access is precisely handled by compiler-generated instructions. In our experiments, the ReAAP is implemented on an embedded FPGA platform. Experimental results demonstrate that our proposed co-design scheme is effective to integrate software flexibility with hardware parallelism for accelerating diverse deep learning workloads. As a whole system, ReAAP achieves a consistently high utilization of hardware resource for accelerating all the diverse compute-intensive layers in ResNet, MobileNet, and BERT.",ar,2022-12-01,IEEE Transactions on Computers,compiler-architecture co-design | diverse layer-level workloads | Domain-specific processor | polyhedral modeling | reconfigurable computing,2-s2.0-85139855954,,,Article,Zheng J.,60008592;60000745;128269063,Hong Kong University of Science and Technology;University of Illinois Urbana-Champaign;AI Chip Center for Emerging Smart Systems,Hong Kong;Urbana;Hong Kong,Hong Kong;United States;Hong Kong,6,"Zheng, Jianwei;Liu, Yu;Liu, Xuejiao;Liang, Luhong;Chen, Deming;Cheng, Kwang Ting",55512384600;57110188500;57911338400;57927784700;7405452600;57215800621,60008592-128269063;128269063;128269063;128269063;60000745;60008592-128269063,1 December 2022,00189340,25033,15579956,Journal,71,12,,3088-3100,1,ITF,undefined,Innovation and Technology Fund,0,2022,https://doi.org/10.1109/TC.2022.3213177
10.1007/s12008-022-01065-y,NAO robots as context to teach numerical methods,"This article examines the contextual role that NAO humanoid robots play in the learning environment of a numerical methods course through a design-based research approach. Under the design of intentional and reflective planning that emanates from the socio-critical paradigm in education, the feasibility of using this type of robot in the classroom as a motivation element to engage students in understanding numerical analysis issues is addressed. In particular, the active learning of engineering students is achieved by studying such robots' forward and inverse kinematics. The didactical sequence to teach the generalized Newton–Raphson method for solving non-linear equation systems is validated as part of a Hypothetical Learning Trajectory proposed. Besides, this research provides a brief theoretical discussion on reflection-in-action of the teacher of Higher Education level.",ar,2022-12-01,International Journal on Interactive Design and Manufacturing,Active learning | Design-based research approach | Educational innovation | Engineering teacher reflection | NAO humanoid robots | Socio-critical paradigm,2-s2.0-85139625223,,,Article,Cruz-Ramírez S.R.,60007966,Tecnológico de Monterrey,Monterrey,Mexico,3,"Cruz-Ramírez, Sergio Rolando;García-Martínez, Moisés;Olais-Govea, José Manuel",6508072418;57195363751;36198628700,60007966;60007966;60007966,December 2022,19552513,12000154536,19552505,Journal,16,4,,1337-1356,1,ITESM,undefined,Instituto Tecnológico y de Estudios Superiores de Monterrey,4,2022,https://doi.org/10.1007/s12008-022-01065-y
10.1016/j.cola.2022.101156,Block-based abstractions and expansive services to make advanced computing concepts accessible to novices,"Many block-based programming environments have proven to be effective at engaging novices in learning programming. However, most offer only restricted access to the outside world, limiting learners to commands and computing resources built in to the environment. Some allow learners to drag and drop files, connect to sensors and robots locally or issue HTTP requests. But in a world where most of the applications in our daily lives are distributed (i.e., their functionality depends on communicating with other computers or accessing resources and data on the internet), the limited support for beginners to envision and create such distributed programs is a lost opportunity. We argue that it is feasible to create environments with simple yet powerful abstractions that open up distributed computing and other widely-used but advanced computing concepts including networking, the Internet of Things, and cybersecurity to novices. The paper presents the architecture of and design decisions behind NetsBlox, a programming environment that supports these ideas. We show how NetsBlox expands opportunities for learning considerably: NetsBlox projects can access a wealth of online data and web services, and they can communicate with other projects. Moreover, the tool infrastructure enables young learners to collaborate with each other during program construction, whether they share their physical location or study remotely. Importantly, providing access to the wider world will also help counter widespread student perceptions that block-based environments are mere toys, and show that they are capable of creating compelling applications. In this way, NetsBlox offers an illuminating example of how tools can be designed to democratize access to powerful ideas in computing.",ar,2022-12-01,Journal of Computer Languages,Block based programming | Distributed computing | Message passing | NetsBlox | Remote procedure calls,2-s2.0-85139062058,S2590118422000533,,Article,Brady C.,60004923;60003915;121802734,NC State University;Vanderbilt University;Looking Glass Ventures,Raleigh;Nashville;Palo Alto,United States;United States;United States,8,"Brady, Corey;Broll, Brian;Stein, Gordon;Jean, Devin;Grover, Shuchi;Cateté, Veronica;Barnes, Tiffany;Lédeczi, Ákos",56247212200;56426529000;53985437300;57223929783;55606048500;55315415400;57203256045;6603835209,60003915;60003915;60003915;60003915;121802734;60004923;60004923;60003915,December 2022,,21100904890,25901184,Journal,73,,101156,,0,NSF,1835874,National Science Foundation,2,2022,https://doi.org/10.1016/j.cola.2022.101156
10.1016/j.asr.2022.08.041,Active object tracking of free floating space manipulators based on deep reinforcement learning,"Free-floating space manipulators(FFSM) are more and more widely used in various space tasks, and active object tracking(AOT) is the basis of many missions in space. AOT of FFSM systems has two main difficulties: modeling and control of FFSM systems and tracking motion planning of space manipulators. To deal with these problems, the paper proposed an active object tracking proposal of FFSM systems using deep reinforcement learning(DRL) algorithm, Proximal Policy Optimization(PPO). Our approach is completely data-driven, which avoids the complex modeling process of FFSM and does not require motion planning for space manipulators, which is more concise than traditional algorithms. We trained and tested the algorithm by building a simulation environment in CoppeliaSim, and compared with the resolved motion rate control(RMRC). The results showed that our approach achieved good results in active object tracking of FFSM systems and demonstrated the great potential of DRL algorithms in solving space tasks.",ar,2022-12-01,Advances in Space Research,Active object tracking | DRL | Free-floating space manipulator,2-s2.0-85138794758,S0273117722007773,,Article,Lei W.,60073699;60019616,China Aerospace Science and Technology Corporation;Harbin Institute of Technology,Beijing;Harbin,China;China,3,"Lei, Wenxiao;Fu, Hao;Sun, Guanghui",57219172978;57203033797;35103657700,60019616;60019616-60073699;60019616,1 December 2022,02731177,12375,18791948,Journal,70,11,,3506-3519,0,,undefined,,3,2022,https://doi.org/10.1016/j.asr.2022.08.041
10.1016/j.robot.2022.104269,Footstep planning of humanoid robot in ROS environment using Generative Adversarial Networks (GANs) deep learning,"This paper proposes deep learning-based footstep planning using Generative Adversarial Networks (GANs) for the indoor navigation of humanoid robots. The GAN-based architecture presents an efficient and accurate path to plan the footsteps of a humanoid robot on Robot Operating System (ROS) based architecture. During navigation, humanoid robots must understand their surroundings and be able to generate footsteps accurately. Although some algorithms that are based on sampling, such as Rapidly Exploring Random Tree (RRT*) and A*, are widely used for path planning, they fail to perform in narrow paths, especially for the footstep generation of humanoid robots. The widely growing deep learning approaches such as GANs are now producing extremely surprising results in solving real-life problems. The experiments conclude that GAN based approach performs better than conventional Dijkstra's or A* algorithms. The accuracy of the generated footsteps from the GAN-based path planner comes out to be approximately 93%.",ar,2022-12-01,Robotics and Autonomous Systems,Deep learning | Footstep planning | Generative Adversarial Networks | Humanoid robots | Path planning | Robot Operating System,2-s2.0-85138767886,S0921889022001580,,Article,Mishra P.,60115862;60114077;60108737;60079452,"Uttaranchal University;GLA University, Mathura;Manipal University Jaipur;Kalinga Institute of Industrial Technology, Bhubaneswar",Dehradun;Mathura;Jaipur;Bhubaneswar,India;India;India;India,10,"Mishra, Pradumn;Jain, Urja;Choudhury, Siddharth;Singh, Surjeet;Pandey, Anish;Sharma, Abhishek;Singh, Ramanpreet;Pathak, Vimal Kumar;Saxena, Kuldeep K.;Gehlot, Anita",57906894400;57908266100;57907481200;58262557100;55787545000;56669045800;57193811928;57191861651;34974741700;57709976000,60079452;60079452;60079452;60079452;60079452;60108737;60108737;60108737;60114077;60115862,December 2022,09218890,18079,,Journal,158,,104269,,0,,undefined,,4,2022,https://doi.org/10.1016/j.robot.2022.104269
10.1007/s41315-022-00256-w,Optimal path planning of multi-robot in dynamic environment using hybridization of meta-heuristic algorithm,"This paper investigates an innovative strategy for generating a collision and deadlock-free optimal position for the individual robots by satisfying the constraints of a dynamic environment for path planning of multiple mobile robots. The current study emphasized the shortfalls of the previous investigation on multi-robot path planning and offered an energetic methodology through the hybridization of modified Q-learning with the improved version of particle swarm optimization (IPSO) and arithmetic optimization algorithm (AOA). In the current scenario, classical Q-learning is modified through a reward policy and generates the best solution for PSO. The basic PSO is upgraded through the perception of ascendency in human civilization and generates an optimal location in the succeeding iteration using an arithmetic optimization algorithm. The proposed hybrid algorithm primarily highlights evaluating the optimal deadlock and starvation free subsequent positions of every robot from their current position, optimizing the path distance for every robot. The authentication of the projected hybrid procedure has been confirmed through benchmark function, computer real robot through webbots simulator, and simulation. Further, the efficacy of the projected procedure has been confirmed by equating the result achieved from MQL–IPSO–AOA with Q-learning, AOA, and IPSO, and also equating the result of the projected procedure with state-of- arts.",ar,2022-12-01,International Journal of Intelligent Robotics and Applications,Energy utilization | MQL–IPSO–AOA | Multiple robot | Optimal collision free path | Path planning | Run time,2-s2.0-85137777378,,,Article,Paikray H.K.,60071276,VSS University of Technology,Sambalpur,India,3,"Paikray, Hemanta Kumar;Das, Pradipta Kumar;Panda, Sucheta",57212085086;55371549000;57213503634,60071276;60071276;60071276,December 2022,23665971,21100935977,2366598X,Journal,6,4,,625-667,0,,undefined,,2,2022,https://doi.org/10.1007/s41315-022-00256-w
10.1007/s12008-022-01028-3,Modeling and recognition of emotions in manufacturing,"New consumer needs have led industries to the possibility of creating virtual platforms where users can customize products by creating infinite combinations of different results. This made it possible to expand sales by guaranteeing a wide choice that would satisfy all requests. The dynamic and flexible evolution of factories is guaranteed by the introduction of new technologies such as robotization and 3D printers, recognized as two of the pillars of Industry 4.0. The main aim of this paper is to achieve a workflow for the creation and implementation of personalised jewellery based on faces with different emotional expressions. To date, there are few works in the literature investigating the intersection between smart manufacturing and emotion recognition, and these are mainly related to improving human–machine interaction. The authors’ aim is to research for innovation in the intersection of three different fields of study such as parametric modelling, smart manufacturing and emotion recognition in order to create personalized and innovative manufacturable models. To this purpose, an application has been generated that exploits both visual scripting, typical of parametric modelling, and scripting, in the Python programming language. The generated algorithm implements a machine learning for emotion recognition that identifies the label of each user-generated face, validating the effectiveness of the method.",ar,2022-12-01,International Journal on Interactive Design and Manufacturing,Emotion recognition | Industry 4.0 | Parametric modeling | Smart manufacturing,2-s2.0-85137216983,,,Article,Bertacchini F.,60020261,Università della Calabria,Rende,Italy,6,"Bertacchini, Francesca;Bilotta, Eleonora;De Pietro, Michela;Demarco, Francesco;Pantano, Pietro;Scuro, Carmelo",23391850700;6602455256;57215431226;57210218490;7005778416;57192251351,60020261;60020261;60020261;60020261;60020261;60020261,December 2022,19552513,12000154536,19552505,Journal,16,4,,1357-1370,1,INdAM,undefined,"Istituto Nazionale di Alta Matematica ""Francesco Severi""",1,2022,https://doi.org/10.1007/s12008-022-01028-3
10.1109/TVT.2022.3198266,JointNIDS: Efficient Joint Traffic Management for On-Device Network Intrusion Detection,"Data plane programmability enables the embedding of a network intrusion detection system (NIDS) on programmable switches to dynamically control the efficiency of attack type detection and the overhead in the computation and network side. However, it is a challenging task to implement a feasible embedded detection model with advanced machine learning techniques such as deep learning. It is due to the limited support provided by programming languages on the data plane and the computing resource constraints at the edge. We propose a joint traffic classification architecture called JointNIDS that splits a classification model into two sequential sub-models. In this model, the primary switch is dedicated to major attack classification. The secondary switch is used mainly for a further in-depth inspection of the rest of the minor traffic types. The presence of some partially overlapping hidden units in the two sequential switches can help to reduce the computational overhead at the edge, while increasing the packet inspection throughput. Experimental results on the P4 framework demonstrate that JointNIDS has reduced attack detection time, while achieving a similar accuracy performance, as other counterpart algorithms. To further develop the proposed architecture, JointNIDS implements an optimization step. It maximizes the amount of data to be inspected by a system, taking into account the constraints of computing resources and network bandwidth for a given performance requirement. We validate the effectiveness of collaborative joint optimization in various scenarios.",ar,2022-12-01,IEEE Transactions on Vehicular Technology,Anomaly Classification | joint detection | network intrusion detection system | On-Device AI,2-s2.0-85136895229,,,Article,Dao T.N.,60121871;60001018,Le Quy Don Technical University;Ewha Womans University,Hanoi;Seoul,Viet Nam;South Korea,2,"Dao, Thi Nga;Lee, Hyung June",57045447000;22834789100,60121871;60001018,1 December 2022,00189545,17393,19399359,Journal,71,12,,13254-13265,0,,undefined,,0,2022,https://doi.org/10.1109/TVT.2022.3198266
10.1109/THMS.2022.3194593,A Variational Bayesian Gaussian Mixture-Nonnegative Matrix Factorization Model to Extract Movement Primitives for Robust Control,"Nonnegative matrix factorization (NMF) is a powerful tool for parameter estimation applied in numerous robotics applications, such as path planning, motion trajectory prediction, and motion intention detection. In particular, NMF has been successfully used to extract simplified and organized movement primitives from myoelectric signal (MES) for robust control of multi-degree of freedom humanoid robots. However, MES is typically contaminated by complex noise sources. The system performance often degrades due to the simplified Gaussian assumption of the noise distribution in existing NMF methods. Furthermore, most existing NMF models are unable to automatically determine the rank of the latent matrices. To address these issues, this article presents a hybrid variational Bayesian Gaussian mixture and NMF (GMNMF) model with a finite Gaussian mixture model adopted to fit the mixed noise density function of MES. In addition, the automatic relevant determination criterion is applied to automatically infer the number of movement primitives. The coordinate descent update rules for the proposed model are formulated by mean-field variational Bayesian inference. We assess the model performance on five synthetic noise distribution functions and an experimental MES dataset to perform six wrist movements. The results demonstrate that GMNMF yields low error and high robustness in extracting the movement primitives over four competitive methods for robust cybernetic control.",ar,2022-12-01,IEEE Transactions on Human-Machine Systems,Bayesian inference | Gaussian mixture model (GMM) | humanoid robots | model learning for control | movement primitive | nonnegative matrix factorization (NMF),2-s2.0-85136094651,,,Article,Xie H.,60121275;60028009;60023932;60011019;60010080,Departement Elektrotechniek (ESAT);Yunnan University;University of Technology Sydney;Queensland University of Technology;Nanjing University of Science and Technology,Leuven;Kunming;Sydney;Brisbane;Nanjing,Belgium;China;Australia;Australia;China,6,"Xie, Hongbo;Mengersen, Kerrie;Di, Changan;Zhang, Yongjian;Lipman, Justin;Van Huffel, Sabine",23089708300;6603793565;7003411538;57196210770;8605294200;7004954228,60028009-60011019;60011019;60010080;60010080;60023932;60121275,1 December 2022,21682291,21100285028,21682305,Journal,52,6,,1258-1270,0,,undefined,,0,2022,https://doi.org/10.1109/THMS.2022.3194593
